State,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,Median AQI,Avg_Temp
Delaware,2018,1095,735,348,12,0,0,0,141.0,44.0,56.799384053654904
Delaware,2019,1095,706,386,3,0,0,0,104.66666666666667,45.0,57.4052264046752
Delaware,2020,1094,813,279,2,0,0,0,90.66666666666667,42.333333333333336,58.21297949749642
Delaware,2021,1090,732,352,6,0,0,0,117.33333333333333,43.333333333333336,57.89741247397261
Delaware,2022,1094,759,335,0,0,0,0,88.0,44.333333333333336,56.09344855157934
Delaware,2023,1078,593,461,14,6,4,0,230.66666666666666,48.333333333333336,58.99531258798411
Florida,2010,12835,7626,5134,69,6,0,0,112.4054054054054,45.62162162162162,70.99230015039436
Florida,2011,13218,8576,4509,126,7,0,0,117.07894736842105,43.73684210526316,74.77102007578412
Florida,2012,13413,9628,3720,58,7,0,0,113.23684210526316,41.526315789473685,73.00854716710258
Florida,2013,13353,10130,3194,28,0,1,0,100.57894736842105,39.63157894736842,72.42352004309477
Florida,2014,13561,9870,3655,34,2,0,0,101.25641025641026,40.794871794871796,67.7836273857812
Florida,2015,13769,10752,3011,6,0,0,0,85.23076923076923,38.84615384615385,73.83219217615259
Florida,2016,13817,10447,3353,14,3,0,0,95.97435897435898,41.256410256410255,71.40484307132903
Florida,2017,13787,10053,3693,41,0,0,0,106.1025641025641,41.41025641025641,73.11030222506709
Florida,2018,13765,10643,3089,31,2,0,0,101.6923076923077,39.35897435897436,72.88779209593555
Florida,2019,13653,10569,3065,19,0,0,0,93.1025641025641,40.0,74.15016475741214
Florida,2020,13736,10334,3375,21,6,0,0,100.61538461538461,40.58974358974359,72.60726744034238
Florida,2021,13755,10325,3425,5,0,0,0,84.94736842105263,40.921052631578945,73.27931236070577
Florida,2022,13363,10068,3288,7,0,0,0,91.57894736842105,41.13157894736842,72.41894216060314
Florida,2023,13617,9912,3674,28,3,0,0,103.1842105263158,41.94736842105263,74.216722923848
Florida,2024,4355,3267,1076,9,3,0,0,87.86842105263158,42.10526315789474,71.70964589447415
Georgia,2010,9430,4083,5212,118,16,1,0,133.15625,51.34375,61.53775619354776
Georgia,2011,9366,4063,5040,249,14,0,0,128.96875,51.5625,62.30607608993593
Georgia,2012,9399,4666,4610,103,19,1,0,125.96875,49.125,63.12256600058601
Georgia,2013,9511,5798,3685,27,1,0,0,98.375,45.09375,60.32631516951931
Georgia,2014,9389,5029,4316,43,1,0,0,104.125,47.78125,60.43239161659908
Georgia,2015,9422,5845,3541,31,4,1,0,107.53125,44.25,63.891730030255964
Georgia,2016,9129,5739,3283,92,15,0,0,130.21875,44.5,63.939743416102644
Georgia,2017,8515,5643,2853,16,2,0,1,107.51612903225806,43.25806451612903,59.18457164351364
Georgia,2018,8275,5704,2549,22,0,0,0,95.62068965517241,40.62068965517241,64.55549033532353
Georgia,2019,8511,5308,3158,42,3,0,0,106.06896551724138,44.55172413793103,65.62219886361922
Georgia,2020,8457,6241,2201,15,0,0,0,95.51724137931035,39.06896551724138,63.90599989933032
Georgia,2021,8670,5715,2917,37,1,0,0,101.13793103448276,42.6551724137931,64.24227722234009
Georgia,2022,8827,5857,2946,22,2,0,0,103.34482758620689,42.37931034482759,64.67109163158038
Georgia,2023,8971,5341,3539,84,7,0,0,125.79310344827586,45.62068965517241,64.63796562842258
Georgia,2024,4364,2859,1480,24,1,0,0,103.07142857142857,44.107142857142854,65.34642273318862
Hawaii,2010,1073,523,534,13,3,0,0,129.66666666666666,47.333333333333336,59.5604739914408
Hawaii,2011,1324,827,496,1,0,0,0,78.75,38.25,67.46316277779552
Hawaii,2012,1446,875,569,0,2,0,0,97.5,43.75,67.28957247103264
Hawaii,2013,1457,944,513,0,0,0,0,76.0,38.5,68.16793186438356
Hawaii,2014,1399,1011,384,3,1,0,0,127.5,35.5,69.00046523595537
Hawaii,2015,1457,953,504,0,0,0,0,75.25,38.0,69.83382346000081
Hawaii,2016,1456,1008,442,6,0,0,0,92.5,35.75,69.68487399795691
Hawaii,2017,1453,1107,346,0,0,0,0,78.25,33.25,69.29773245463147
Hawaii,2018,1446,1190,242,12,2,0,0,89.5,32.25,69.21053517529599
Hawaii,2019,1455,1417,34,3,1,0,0,96.0,21.25,69.81111280637616
Hawaii,2020,1446,1419,27,0,0,0,0,64.75,21.75,69.25439369535519
Hawaii,2021,1457,1425,32,0,0,0,0,58.25,23.25,68.11727117368642
Hawaii,2022,1181,1131,50,0,0,0,0,56.0,24.0,62.04541542463449
Hawaii,2023,1077,1017,58,1,1,0,0,113.33333333333333,24.666666666666668,57.696910405658954
Hawaii,2024,304,298,5,1,0,0,0,79.66666666666667,25.666666666666668,55.752709414612674
Idaho,2010,4634,3531,1054,46,3,0,0,100.17647058823529,32.35294117647059,47.999605658460865
Idaho,2011,5045,4183,816,40,6,0,0,94.875,29.5625,47.04149293916409
Idaho,2012,4786,3592,1086,50,39,19,0,172.28571428571428,29.928571428571427,48.932607224956776
Idaho,2013,3602,2653,861,68,20,0,0,126.53846153846153,30.46153846153846,47.33633697714249
Idaho,2014,3309,2549,712,44,4,0,0,116.7,31.8,46.84783143690746
Idaho,2015,5608,4130,1312,112,43,10,1,170.75,30.9,48.15395995998038
Idaho,2016,6447,4891,1483,67,6,0,0,109.7,31.35,48.99253455338157
Idaho,2017,6683,4509,1914,173,58,26,3,219.5,35.8,47.518030256785295
Idaho,2018,6850,4892,1842,96,18,2,0,154.15,33.7,48.76651642813322
Idaho,2019,6911,5478,1408,22,3,0,0,92.5,30.55,46.73285328692622
Idaho,2020,6846,5069,1618,73,57,23,6,242.05,32.15,47.25922533672496
Idaho,2021,6619,4489,1928,147,52,3,0,164.94736842105263,36.68421052631579,50.3013255221321
Idaho,2022,6619,4718,1779,74,43,5,0,166.10526315789474,34.36842105263158,46.226597787051055
Idaho,2023,6575,5037,1473,22,10,2,31,151.0,33.36842105263158,48.305527694229916
Idaho,2024,1746,1432,304,7,3,0,0,85.38888888888889,29.555555555555557,44.33962409348208
Illinois,2010,8191,5448,2630,110,3,0,0,110.8,42.44,54.12433928689196
Illinois,2011,7636,5198,2320,101,17,0,0,134.56521739130434,42.608695652173914,52.806317218102166
Illinois,2012,7633,4966,2308,315,42,2,0,155.7826086956522,43.0,55.54102154687265
Illinois,2013,7361,5481,1844,35,1,0,0,103.43478260869566,40.869565217391305,51.575213245434135
Illinois,2014,7177,5203,1935,39,0,0,0,104.6086956521739,40.91304347826087,51.4357824532657
Illinois,2015,7266,5119,2121,24,2,0,0,104.56521739130434,42.0,51.813637715162486
Illinois,2016,7353,5249,2025,77,2,0,0,115.34782608695652,41.43478260869565,56.340470974732966
Illinois,2017,7691,5106,2525,59,1,0,0,112.73913043478261,44.17391304347826,54.76545512093284
Illinois,2018,8055,5006,2956,83,10,0,0,124.43478260869566,44.869565217391305,52.58799686011403
Illinois,2019,7746,4938,2776,29,3,0,0,106.04347826086956,45.17391304347826,51.3555322702544
Illinois,2020,7787,5207,2510,62,8,0,0,118.43478260869566,43.391304347826086,54.20212662735213
Illinois,2021,7893,4721,3113,57,2,0,0,111.69565217391305,45.95652173913044,55.51818985796826
Illinois,2022,7804,5018,2737,47,2,0,0,113.1304347826087,44.21739130434783,52.42931346507949
Illinois,2023,7907,4387,3152,312,42,14,0,196.04347826086956,47.65217391304348,49.97584281776666
Illinois,2024,3874,2874,987,12,1,0,0,103.30434782608695,42.82608695652174,58.2817005335957
Indiana,2010,9150,4284,4710,154,2,0,0,113.34210526315789,50.8421052631579,52.44052874938266
Indiana,2011,9166,4547,4401,204,14,0,0,127.97297297297297,49.62162162162162,53.47865416689608
Indiana,2012,9089,4265,4411,374,33,6,0,143.41666666666666,49.5,54.53164789837888
Indiana,2013,9411,5365,4015,29,2,0,0,102.33333333333333,46.916666666666664,51.48146625090767
Indiana,2014,10127,5647,4405,72,2,1,0,111.56410256410257,46.87179487179487,50.660627898043266
Indiana,2015,10336,6320,3964,46,6,0,0,108.2051282051282,44.76923076923077,53.955427075220506
Indiana,2016,10029,6619,3306,102,1,1,0,114.62162162162163,42.62162162162162,55.16956977590586
Indiana,2017,11148,7917,3175,55,1,0,0,100.52631578947368,42.473684210526315,54.64285911917672
Indiana,2018,12401,9014,3270,113,4,0,0,115.8108108108108,40.567567567567565,52.961826471503024
Indiana,2019,12369,9210,3139,20,0,0,0,90.05405405405405,40.83783783783784,52.86330993401862
Indiana,2020,11261,8403,2811,42,5,0,0,104.94117647058823,40.23529411764706,53.70435755076941
